substance,synset,prune,hyperparam_source,hyperparams
risotto,risotto.n.01,0,gpt,"{""type"": ""fluid"", ""particle_density"": 750.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""SkimMilk"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.98, 0.92, 0.84], ""diffuse_reflection_color"": [0.98, 0.92, 0.84], ""specular_transmission_scattering_color"": [0.98, 0.92, 0.84]}}"
rosemary,rosemary.n.02,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 115.0}"
roux,roux.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.71, 0.396, 0.114], ""diffuse_reflection_color"": [0.71, 0.396, 0.114], ""specular_transmission_scattering_color"": [0.71, 0.396, 0.114]}}"
rubbing_alcohol,rubbing_alcohol.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 786.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_transmission_scattering_color"": [1.0, 1.0, 1.0]}}"
rum,rum.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 940.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.93, 0.75, 0.49], ""specular_transmission_scattering_color"": [0.3, 0.21, 0.09]}}"
rust,rust.n.01,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
saddle_soap,saddle_soap.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_weight"": 0.7, ""specular_transmission_color"": [0.85, 0.72, 0.12], ""specular_transmission_scattering_color"": [0.38, 0.34, 0.0]}}"
saffron,saffron.n.02,0,manual,"{""type"": ""granular"", ""particle_density"": 142.0}"
sage,sage.n.02,0,manual,"{""type"": ""granular"", ""particle_density"": 135.0}"
sake,sake.n.02,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""ClearWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 0.941, 0.878], ""diffuse_reflection_color"": [1, 0.941, 0.878], ""specular_transmission_scattering_color"": [1, 0.941, 0.878]}}"
salsa,salsa.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.017, ""particle_density"": 1099.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.4, 0.08, 0.05], ""diffuse_reflection_color"": [0.4, 0.08, 0.05]}}"
salt,salt.n.02,0,manual,"{""type"": ""granular"", ""particle_density"": 2160.0}"
sand,sand.n.04,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": false}"
sangaree,sangaree.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""OrangeJuice"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.6, 0, 0], ""diffuse_reflection_color"": [0.6, 0, 0], ""specular_transmission_scattering_color"": [0.6, 0, 0]}}"
sap,sap.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1050.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.55, 0.27, 0.07], ""diffuse_reflection_color"": [0.55, 0.27, 0.07], ""specular_transmission_scattering_color"": [0.55, 0.27, 0.07]}}"
sawdust,sawdust.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 150.0}"
scotch,scotch.n.02,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1060.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.96, 0.57, 0.25], ""specular_transmission_scattering_color"": [0.52, 0.25, 0.05]}}"
scrambled_eggs,scrambled_eggs.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 1040.0}"
scum,scum.n.02,1,gpt,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
seal,seal.n.07,1,gpt,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
sealant,sealant.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.015, ""particle_density"": 1600.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [1.0, 0.95, 0.93], ""enable_diffuse_transmission"": false}}"
seawater,seawater.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1025.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {}}"
sesame_oil,sesame_oil.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 919.0, ""is_viscous"": true, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.42, 0.29, 0.12], ""specular_transmission_scattering_color"": [0.3, 0.21, 0.09], ""specular_reflection_ior_preset"": 18}}"
sesame_seed,sesame_seed.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 609.0}"
shampoo,shampoo.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": true, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_transmission_scattering_color"": [1.0, 1.0, 1.0]}}"
shortening,shortening.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.017, ""particle_density"": 866.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.93, 0.9, 0.83], ""diffuse_reflection_color"": [0.93, 0.9, 0.83]}}"
sludge,sludge.n.02,1,manual,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""Honey"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.32, 0.32, 0.21], ""diffuse_reflection_color"": [0.32, 0.32, 0.21], ""specular_transmission_scattering_color"": [0.32, 0.32, 0.21]}}"
smoothie,smoothie.n.02,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.017, ""particle_density"": 1162.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.96, 0.74, 0.93], ""enable_diffuse_transmission"": false}}"
snow,snow.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 300.0}"
soda_water,soda_water.n.03,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1014.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_transmission_scattering_color"": [1.0, 1.0, 1.0]}}"
sodium_carbonate,sodium_carbonate.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 2540.0}"
soil,soil.n.02,0,manual,"{""type"": ""granular"", ""particle_density"": 1500.0}"
sour_cream,sour_cream.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 1, 1], ""diffuse_reflection_color"": [1, 1, 1], ""specular_transmission_scattering_color"": [1, 1, 1]}}"
soy,soy.n.04,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 721.0}"
soy_sauce,soy_sauce.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1078.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.2, ""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.29, 0.17, 0.01], ""specular_transmission_scattering_color"": [0.18, 0.11, 0.02]}}"
soya_milk,soya_milk.n.01,1,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1030.0, ""is_viscous"": false, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""enable_diffuse_transmission"": false}}"
spackle,spackle.n.01,1,gpt,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
spaghetti,spaghetti.n.01,1,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 1500.0}"
spray_paint,spray_paint.n.01,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": false}"
stain,stain.n.01,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
stucco,stucco.n.01,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
stuffing,stuffing.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 645.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.545, 0.271, 0.075], ""diffuse_reflection_color"": [0.545, 0.271, 0.075], ""specular_transmission_scattering_color"": [0.545, 0.271, 0.075]}}"
sugar_coffee_scrub,sugar_coffee_scrub.n.01,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": false}"
sugar_syrup,sugar_syrup.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1420.0, ""is_viscous"": true, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.7, ""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [1.0, 0.98, 0.92], ""specular_transmission_scattering_color"": [0.57, 0.57, 0.57]}}"
sunflower_seed,sunflower_seed.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 894.0}"
sunscreen,sunscreen.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 1, 0.8], ""diffuse_reflection_color"": [1, 1, 0.8], ""specular_transmission_scattering_color"": [1, 1, 0.8]}}"
talcum,talcum.n.02,1,gpt,"{""type"": ""granular"", ""particle_density"": 2700.0}"
tarnish,tarnish.n.02,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
tea,tea.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.4, 0.35, 0.27], ""specular_transmission_scattering_color"": [0.38, 0.2, 0.01]}}"
tequila,tequila.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 790.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""ClearWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.9, 0.7, 0.4], ""diffuse_reflection_color"": [0.9, 0.7, 0.4], ""specular_transmission_scattering_color"": [0.9, 0.7, 0.4]}}"
thyme,thyme.n.02,0,manual,"{""type"": ""granular"", ""particle_density"": 291.0}"
toilet_soap,toilet_soap.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 932.0, ""is_viscous"": true, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.5, ""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.45, 0.94, 0.0], ""specular_transmission_scattering_color"": [0.08, 0.34, 0.0]}}"
tomato_juice,tomato_juice.n.01,1,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1027.0, ""is_viscous"": false, ""material_mtl_name"": ""OrangeJuice"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.59, 0.05, 0.05], ""specular_transmission_color"": [0.94, 0.16, 0.16], ""specular_transmission_scattering_color"": [0.57, 0.04, 0.04], ""enable_diffuse_transmission"": false}}"
tomato_paste,tomato_paste.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.02, ""particle_density"": 1262.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.35, 0.0, 0.0], ""enable_diffuse_transmission"": false}}"
tomato_rice,tomato_rice.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 566.0}"
tomato_sauce,tomato_sauce.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.015, ""particle_density"": 1031.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.35, 0.0, 0.0], ""enable_diffuse_transmission"": false}}"
tonic,tonic.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": false, ""material_mtl_name"": ""ClearWater"", ""customize_material_kwargs"": {}}"
toothpaste,toothpaste.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.015, ""particle_density"": 1000.0, ""is_viscous"": false, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [1.0, 1.0, 1.0], ""enable_diffuse_transmission"": false}}"
turmeric,turmeric.n.02,1,gpt,"{""type"": ""granular"", ""particle_density"": 550.0}"
vanilla,vanilla.n.02,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 879.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.4, ""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.26, 0.12, 0.07], ""specular_transmission_scattering_color"": [0.25, 0.12, 0.01]}}"
varnish,varnish.n.01,1,gpt,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
vaseline,vaseline.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 880.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.8, 1, 0.8], ""diffuse_reflection_color"": [0.8, 1, 0.8], ""specular_transmission_scattering_color"": [0.8, 1, 0.8]}}"
vinegar,vinegar.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1006.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_transmission_scattering_color"": [1.0, 1.0, 1.0]}}"
vinegar_cleaning_solution,vinegar_cleaning_solution.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1006.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_transmission_scattering_color"": [1.0, 1.0, 1.0]}}"
vitamin_pill,vitamin_pill.n.01,1,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 1500.0}"
vodka,vodka.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 970.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_transmission_scattering_color"": [1.0, 1.0, 1.0]}}"
waffle_batter,waffle_batter.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.02, ""particle_density"": 1016.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.84, 0.75, 0.66], ""diffuse_reflection_color"": [0.84, 0.75, 0.66]}}"
water,water.n.06,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": false, ""material_mtl_name"": ""ClearWater"", ""customize_material_kwargs"": {}}"
wax_remnant,wax_remnant.n.01,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
wheat,wheat.n.02,1,gpt,"{""type"": ""granular"", ""particle_density"": 790.0}"
whipped_cream,whipped_cream.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.025, ""particle_density"": 490.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [1.0, 1.0, 1.0], ""enable_diffuse_transmission"": false}}"
white_rice,white_rice.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 1452.0}"
white_wine,white_wine.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 991.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.97, 0.98, 0.81], ""specular_transmission_scattering_color"": [0.85, 0.8, 0.04]}}"
whole_milk,whole_milk.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1030.0, ""is_viscous"": false, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""enable_diffuse_transmission"": false}}"
wine_sauce,wine_sauce.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1057.0, ""is_viscous"": false, ""material_mtl_name"": ""OrangeJuice"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.93, 0.84, 0.59], ""specular_transmission_color"": [0.96, 0.73, 0.3], ""specular_transmission_scattering_color"": [0.57, 0.04, 0.04], ""enable_diffuse_transmission"": false}}"
